OTHER PLACES,Cases,Deaths,Serious,Critical,Recovered,,date2,unixtime
UAE,27,0,2,,5,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Czech Republic,19,0,0,0,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Ireland,18,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Algeria,17,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Israel,17,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Vietnam,16,0,,,16,,Fri Mar  6 12:55:46 PST 2020,1583528146
San Marino,16,1,3,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Lebanon,16,0,,1,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Oman,16,0,,,2,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Denmark,15,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Ecuador,13,0,,1,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Brazil,13,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Finland,12,0,,,1,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Macau,10,0,,,6,,Fri Mar  6 12:55:46 PST 2020,1583528146
Croatia,10,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Georgia,9,0,1,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Qatar,8,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Portugal,8,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Romania,8,0,,,3,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Belarus,6,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Azerbaijan,6,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Slovenia,6,0,,,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Mexico,5,0,,,1,,Fri Mar  6 12:55:46 PST 2020,1583528146
Estonia,5,0,0,0,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Saudi Arabia,5,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Pakistan,5,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Philippines,5,1,1,,2,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Poland,5,0,0,0,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Chile,5,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Senegal,4,0,0,0,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Palestine,4,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Russia,4,0,,,2,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
New Zealand,4,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Indonesia,4,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Egypt,3,0,,,1,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Hungary,2,0,0,0,0,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Morocco,2,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Bosnia,2,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Luxembourg,2,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Nepal,1,0,,,1,,Fri Mar  6 12:55:46 PST 2020,1583528146
Cambodia,1,0,,,1,,Fri Mar  6 12:55:46 PST 2020,1583528146
Sri Lanka,1,0,,,1,,Fri Mar  6 12:55:46 PST 2020,1583528146
Afghanistan,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
North Macedonia,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Nigeria,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Lithuania,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Monaco,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Ukraine,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Latvia,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Tunisia,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Jordan,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Andorra,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Armenia,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Dominican Republic,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Argentina,1,0,,,,,Fri Mar  6 12:55:46 PST 2020,1583528146
Liechtenstein,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Bhutan,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Gibraltar,1,0,1,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Serbia,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Vatican City,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Cameroon,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
Colombia,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
South Africa,1,0,,,,Source,Fri Mar  6 12:55:46 PST 2020,1583528146
TOTAL,101434,3456,6335,47,55647,,Fri Mar  6 12:55:46 PST 2020,1583528146
