china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,India,5,0,,,3,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Denmark,4,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Czech Republic,5,0,0,0,0,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Azerbaijan,3,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Philippines,3,1,,,2,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Russia,3,0,,,2,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Georgia,3,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Romania,4,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Egypt,2,0,,,1,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Indonesia,2,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Portugal,2,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Brazil,2,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Ireland,2,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Nepal,1,0,,,1,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Cambodia,1,0,,,1,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Sri Lanka,1,0,,,1,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Afghanistan,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,North Macedonia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Estonia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Nigeria,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Lithuania,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,New Zealand,2,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Belarus,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Monaco,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Luxembourg,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Ukraine,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Morocco,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Latvia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Senegal,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Saudi Arabia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Tunisia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Jordan,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Andorra,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Armenia,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Dominican Republic,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Chile,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Argentina,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,Liechtenstein,1,0,,,,Tue Mar  3 17:56:31 PST 2020,1583286991
outside,TOTAL,12810,221,249,36,830,Tue Mar  3 17:56:31 PST 2020,1583286991
