china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Belgium,13,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Croatia,8,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,San Marino,8,1,1,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Qatar,7,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Finland,7,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Greece,7,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Ecuador,7,0,,1,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Oman,12,0,,,2,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Mexico,5,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Algeria,5,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Pakistan,5,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,India,5,0,,,3,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Denmark,4,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Czech Republic,5,0,0,0,0,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Azerbaijan,3,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Philippines,3,1,,,2,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Russia,3,0,,,2,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Georgia,3,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Romania,4,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Egypt,2,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Indonesia,2,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Portugal,2,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Brazil,2,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Ireland,2,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Nepal,1,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Cambodia,1,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Sri Lanka,1,0,,,1,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Afghanistan,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,North Macedonia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Estonia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Nigeria,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Lithuania,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,New Zealand,2,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Belarus,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Monaco,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Luxembourg,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Ukraine,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Morocco,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Latvia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Senegal,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Saudi Arabia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Tunisia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Jordan,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Andorra,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Armenia,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Dominican Republic,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Chile,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Argentina,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,Liechtenstein,1,0,,,,Tue Mar  3 17:50:40 PST 2020,1583286640
outside,TOTAL,12810,221,249,36,830,Tue Mar  3 17:50:40 PST 2020,1583286640
