china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Iraq,31,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Norway,33,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,UAE,21,0,2,,5,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Austria,24,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Netherlands,23,0,,1,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Vietnam,16,0,,,16,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Iceland,14,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Lebanon,13,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Israel,12,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Macau,10,0,,,6,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Belgium,13,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Croatia,8,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,San Marino,8,1,1,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Qatar,7,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Finland,7,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Greece,7,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Ecuador,7,0,,1,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Oman,12,0,,,2,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Mexico,5,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Algeria,5,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Pakistan,5,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,India,5,0,,,3,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Denmark,10,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Czech Republic,5,0,0,0,0,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Azerbaijan,3,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Philippines,3,1,,,2,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Russia,3,0,,,2,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Georgia,3,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Romania,4,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Egypt,2,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Indonesia,2,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Portugal,2,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Brazil,2,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Ireland,2,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Nepal,1,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Cambodia,1,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Sri Lanka,1,0,,,1,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Afghanistan,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,North Macedonia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Estonia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Nigeria,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Lithuania,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,New Zealand,2,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Belarus,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Monaco,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Luxembourg,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Ukraine,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Morocco,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Latvia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Senegal,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Saudi Arabia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Tunisia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Jordan,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Andorra,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Armenia,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Dominican Republic,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Chile,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Argentina,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,Liechtenstein,1,0,,,,Tue Mar  3 19:52:27 PST 2020,1583293947
outside,TOTAL,12818,222,249,36,830,Tue Mar  3 19:52:27 PST 2020,1583293947
