china,MAINLAND CHINA,Cases,Deaths,Serious,Critical,Recovered,date2,unixtime
outside,Sri Lanka,1,0,,,1,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Afghanistan,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,North Macedonia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Estonia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Nigeria,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Lithuania,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,New Zealand,2,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Belarus,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Monaco,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Luxembourg,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Ukraine,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Morocco,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Latvia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Senegal,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Saudi Arabia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Tunisia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Jordan,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Andorra,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Armenia,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Dominican Republic,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Chile,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Argentina,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,Liechtenstein,1,0,,,,Tue Mar  3 17:56:51 PST 2020,1583287011
outside,TOTAL,12810,221,249,36,830,Tue Mar  3 17:56:51 PST 2020,1583287011
