,Country,Year_2016,Cases,Deaths,Serious,Critical,Recovered,Cases PerCapita,Deaths PerCapita,Serious PerCapita,Critical PerCapita,Recovered PerCapita,Deaths per Death plus Rec,date
20,Canada,36286425,336,1.00000000,,1.00000000,11.00000000,0.00000926,0.00000003,,0.00000003,0.00000030,0.08333333,2020-03-16 08:41:37.182655
21,Switzerland,8372098,2200,14.00000000,,,4.00000000,0.00026278,0.00000167,,,0.00000048,0.77777778,2020-03-16 08:41:37.182655
22,Chile,17909754,75,0.00000000,,,,0.00000419,0.00000000,,,,,2020-03-16 08:41:37.182655
23,China,1378665000,80860,3213.00000000,3032.00000000,,67490.00000000,0.00005865,0.00000233,0.00000220,,0.00004895,0.04544362,2020-03-16 08:41:37.182655
24,Cameroon,23439189,5,0.00000000,,,,0.00000021,0.00000000,,,,,2020-03-16 08:41:37.182655
25,Colombia,48653419,45,0.00000000,,,,0.00000092,0.00000000,,,,,2020-03-16 08:41:37.182655
26,Costa Rica,4857274,35,0.00000000,1.00000000,,,0.00000721,0.00000000,0.00000021,,,,2020-03-16 08:41:37.182655
27,Cyprus,1170125,33,0.00000000,,,,0.00002820,0.00000000,,,,,2020-03-16 08:41:37.182655
28,Czech Republic,10561633,298,0.00000000,2.00000000,0.00000000,0.00000000,0.00002822,0.00000000,0.00000019,0.00000000,0.00000000,,2020-03-16 08:41:37.182655
29,Germany,82667685,6248,13.00000000,,2.00000000,58.00000000,0.00007558,0.00000016,,0.00000002,0.00000070,0.18309859,2020-03-16 08:41:37.182655
30,Denmark,5731118,875,1.00000000,,,,0.00015268,0.00000017,,,,,2020-03-16 08:41:37.182655
31,Dominican Republic,10648791,11,0.00000000,,,,0.00000103,0.00000000,,,,,2020-03-16 08:41:37.182655
32,Algeria,40606052,54,4.00000000,,,10.00000000,0.00000133,0.00000010,,,0.00000025,0.28571429,2020-03-16 08:41:37.182655
33,Ecuador,16385068,37,2.00000000,,1.00000000,,0.00000226,0.00000012,,0.00000006,,,2020-03-16 08:41:37.182655
34,Egypt,95688681,126,2.00000000,,,27.00000000,0.00000132,0.00000002,,,0.00000028,0.06896552,2020-03-16 08:41:37.182655
35,Spain,46443959,9407,335.00000000,410.00000000,,530.00000000,0.00020255,0.00000721,0.00000883,,0.00001141,0.38728324,2020-03-16 08:41:37.182655
36,Estonia,1316481,171,0.00000000,,,1.00000000,0.00012989,0.00000000,,,0.00000076,0.00000000,2020-03-16 08:41:37.182655
37,Ethiopia,102403196,4,0.00000000,,,,0.00000004,0.00000000,,,,,2020-03-16 08:41:37.182655
38,Finland,5495096,272,0.00000000,,,1.00000000,0.00004950,0.00000000,,,0.00000018,0.00000000,2020-03-16 08:41:37.182655
39,France,66896109,5423,127.00000000,300.00000000,,12.00000000,0.00008107,0.00000190,0.00000448,,0.00000018,0.91366906,2020-03-16 08:41:37.182655
40,Gabon,1979786,1,0.00000000,,,,0.00000051,0.00000000,,,,,2020-03-16 08:41:37.182655
41,United Kingdom,65637239,1372,35.00000000,20.00000000,,18.00000000,0.00002090,0.00000053,0.00000030,,0.00000027,0.66037736,2020-03-16 08:41:37.182655
42,Georgia,3719300,33,0.00000000,1.00000000,,1.00000000,0.00000887,0.00000000,0.00000027,,0.00000027,0.00000000,2020-03-16 08:41:37.182655
43,Ghana,28206728,6,0.00000000,,,,0.00000021,0.00000000,,,,,2020-03-16 08:41:37.182655
44,Gibraltar,34408,1,0.00000000,1.00000000,,,0.00002906,0.00000000,0.00002906,,,,2020-03-16 08:41:37.182655
45,Guinea,12395924,1,0.00000000,,,,0.00000008,0.00000000,,,,,2020-03-16 08:41:37.182655
46,Equatorial Guinea,1221490,1,0.00000000,,,,0.00000082,0.00000000,,,,,2020-03-16 08:41:37.182655
47,Greece,10746740,331,4.00000000,5.00000000,,10.00000000,0.00003080,0.00000037,0.00000047,,0.00000093,0.28571429,2020-03-16 08:41:37.182655
48,Hong Kong,7346700,149,4.00000000,2.00000000,2.00000000,81.00000000,0.00002028,0.00000054,0.00000027,0.00000027,0.00001103,0.04705882,2020-03-16 08:41:37.182655
49,Honduras,9112867,6,0.00000000,,,,0.00000066,0.00000000,,,,,2020-03-16 08:41:37.182655
50,Croatia,4170600,56,0.00000000,,,1.00000000,0.00001343,0.00000000,,,0.00000024,0.00000000,2020-03-16 08:41:37.182655
51,Hungary,9817958,32,1.00000000,,,0.00000000,0.00000326,0.00000010,,,0.00000000,1.00000000,2020-03-16 08:41:37.182655
52,Indonesia,261115456,134,5.00000000,,,8.00000000,0.00000051,0.00000002,,,0.00000003,0.38461538,2020-03-16 08:41:37.182655
53,India,1324171354,130,2.00000000,,,13.00000000,0.00000010,0.00000000,,,0.00000001,0.13333333,2020-03-16 08:41:37.182655
54,Ireland,4773095,169,2.00000000,,,,0.00003541,0.00000042,,,,,2020-03-16 08:41:37.182655
55,Iran,80277428,14991,853.00000000,,,4996.00000000,0.00018674,0.00001063,,,0.00006223,0.14583690,2020-03-16 08:41:37.182655
56,Iraq,37202572,124,10.00000000,,,26.00000000,0.00000333,0.00000027,,,0.00000070,0.27777778,2020-03-16 08:41:37.182655
57,Iceland,334252,180,0.00000000,1.00000000,,,0.00053852,0.00000000,0.00000299,,,,2020-03-16 08:41:37.182655
58,Israel,8547100,255,0.00000000,4.00000000,,4.00000000,0.00002983,0.00000000,0.00000047,,0.00000047,0.00000000,2020-03-16 08:41:37.182655
59,Italy,60600590,24747,1809.00000000,1672.00000000,,2335.00000000,0.00040836,0.00002985,0.00002759,,0.00003853,0.43653475,2020-03-16 08:41:37.182655
60,Jamaica,2881355,15,0.00000000,,,,0.00000521,0.00000000,,,,,2020-03-16 08:41:37.182655
61,Jordan,9455802,15,0.00000000,,,1.00000000,0.00000159,0.00000000,,,0.00000011,0.00000000,2020-03-16 08:41:37.182655
62,Japan,126994511,818,24.00000000,32.00000000,,59.00000000,0.00000644,0.00000019,0.00000025,,0.00000046,0.28915663,2020-03-16 08:41:37.182655
63,Kazakhstan,17797032,9,0.00000000,,,,0.00000051,0.00000000,,,,,2020-03-16 08:41:37.182655
64,Kenya,48461567,3,0.00000000,,,,0.00000006,0.00000000,,,,,2020-03-16 08:41:37.182655
65,Cambodia,15762370,12,0.00000000,,,1.00000000,0.00000076,0.00000000,,,0.00000006,0.00000000,2020-03-16 08:41:37.182655
66,South Korea,51245707,8236,75.00000000,,36.00000000,1137.00000000,0.00016072,0.00000146,,0.00000070,0.00002219,0.06188119,2020-03-16 08:41:37.182655
67,Kuwait,4052584,112,0.00000000,4.00000000,,9.00000000,0.00002764,0.00000000,0.00000099,,0.00000222,0.00000000,2020-03-16 08:41:37.182655
68,Lebanon,6006668,99,3.00000000,,2.00000000,,0.00001648,0.00000050,,0.00000033,,,2020-03-16 08:41:37.182655
69,Liberia,4613823,1,0.00000000,,,,0.00000022,0.00000000,,,,,2020-03-16 08:41:37.182655
70,Liechtenstein,37666,7,0.00000000,,,,0.00018584,0.00000000,,,,,2020-03-16 08:41:37.182655
71,Sri Lanka,21203000,18,0.00000000,,,1.00000000,0.00000085,0.00000000,,,0.00000005,0.00000000,2020-03-16 08:41:37.182655
72,Lithuania,2872298,14,0.00000000,,,,0.00000487,0.00000000,,,,,2020-03-16 08:41:37.182655
73,Luxembourg,582972,77,1.00000000,,,,0.00013208,0.00000172,,,,,2020-03-16 08:41:37.182655
74,Latvia,1960424,30,0.00000000,,,,0.00001530,0.00000000,,,,,2020-03-16 08:41:37.182655
75,Morocco,35276786,28,1.00000000,,,,0.00000079,0.00000003,,,,,2020-03-16 08:41:37.182655
76,Monaco,38499,2,0.00000000,,,,0.00005195,0.00000000,,,,,2020-03-16 08:41:37.182655
77,Moldova,3552000,23,0.00000000,,,,0.00000648,0.00000000,,,,,2020-03-16 08:41:37.182655
78,Maldives,417492,13,0.00000000,,,,0.00003114,0.00000000,,,,,2020-03-16 08:41:37.182655
79,Mexico,127540423,53,1.00000000,,1.00000000,3.00000000,0.00000042,0.00000001,,0.00000001,0.00000002,0.25000000,2020-03-16 08:41:37.182655
80,Malta,436947,21,0.00000000,,,2.00000000,0.00004806,0.00000000,,,0.00000458,0.00000000,2020-03-16 08:41:37.182655
81,Mauritania,4301018,1,0.00000000,,,,0.00000023,0.00000000,,,,,2020-03-16 08:41:37.182655
82,Malaysia,31187265,553,0.00000000,5.00000000,,42.00000000,0.00001773,0.00000000,0.00000016,,0.00000135,0.00000000,2020-03-16 08:41:37.182655
83,Namibia,2479713,2,0.00000000,,,,0.00000081,0.00000000,,,,,2020-03-16 08:41:37.182655
84,Nigeria,185989640,2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,,2020-03-16 08:41:37.182655
85,Netherlands,17018408,1135,20.00000000,,45.00000000,2.00000000,0.00006669,0.00000118,,0.00000264,0.00000012,0.90909091,2020-03-16 08:41:37.182655
86,Norway,5232929,1256,3.00000000,,,,0.00024002,0.00000057,,,,,2020-03-16 08:41:37.182655
87,Nepal,28982771,1,0.00000000,,,1.00000000,0.00000003,0.00000000,,,0.00000003,0.00000000,2020-03-16 08:41:37.182655
88,New Zealand,4692700,10,0.00000000,,,,0.00000213,0.00000000,,,,,2020-03-16 08:41:37.182655
89,Oman,4424762,22,0.00000000,0.00000000,0.00000000,9.00000000,0.00000497,0.00000000,0.00000000,0.00000000,0.00000203,0.00000000,2020-03-16 08:41:37.182655
90,Pakistan,193203476,94,0.00000000,,,3.00000000,0.00000049,0.00000000,,,0.00000002,0.00000000,2020-03-16 08:41:37.182655
91,Panama,4034119,55,1.00000000,,,,0.00001363,0.00000025,,,,,2020-03-16 08:41:37.182655
92,Peru,31773839,71,0.00000000,,,,0.00000223,0.00000000,,,,,2020-03-16 08:41:37.182655
93,Philippines,103320222,142,12.00000000,1.00000000,,3.00000000,0.00000137,0.00000012,0.00000001,,0.00000003,0.80000000,2020-03-16 08:41:37.182655
94,Poland,37948016,150,3.00000000,2.00000000,0.00000000,0.00000000,0.00000395,0.00000008,0.00000005,0.00000000,0.00000000,1.00000000,2020-03-16 08:41:37.182655
95,Portugal,10324611,245,0.00000000,,,2.00000000,0.00002373,0.00000000,,,0.00000019,0.00000000,2020-03-16 08:41:37.182655
96,Paraguay,6725308,8,0.00000000,1.00000000,,,0.00000119,0.00000000,0.00000015,,,,2020-03-16 08:41:37.182655
97,Qatar,2569804,401,0.00000000,,,4.00000000,0.00015604,0.00000000,,,0.00000156,0.00000000,2020-03-16 08:41:37.182655
98,Romania,19705301,159,0.00000000,,,9.00000000,0.00000807,0.00000000,,,0.00000046,0.00000000,2020-03-16 08:41:37.182655
99,Rwanda,11917508,5,0.00000000,,,,0.00000042,0.00000000,,,,,2020-03-16 08:41:37.182655
100,Saudi Arabia,32275687,118,0.00000000,,,3.00000000,0.00000366,0.00000000,,,0.00000009,0.00000000,2020-03-16 08:41:37.182655
101,Sudan,39578828,1,0.00000000,,,,0.00000003,0.00000000,,,,,2020-03-16 08:41:37.182655
102,Senegal,15411614,26,0.00000000,,,0.00000000,0.00000169,0.00000000,,,0.00000000,,2020-03-16 08:41:37.182655
103,Singapore,5607283,226,0.00000000,,13.00000000,105.00000000,0.00004030,0.00000000,,0.00000232,0.00001873,0.00000000,2020-03-16 08:41:37.182655
104,San Marino,33203,109,7.00000000,11.00000000,,4.00000000,0.00328284,0.00021082,0.00033130,,0.00012047,0.63636364,2020-03-16 08:41:37.182655
105,Serbia,7057412,55,0.00000000,1.00000000,,,0.00000779,0.00000000,0.00000014,,,,2020-03-16 08:41:37.182655
106,Slovenia,2064845,219,1.00000000,0.00000000,0.00000000,0.00000000,0.00010606,0.00000048,0.00000000,0.00000000,0.00000000,1.00000000,2020-03-16 08:41:37.182655
107,Sweden,9903122,1032,3.00000000,,,,0.00010421,0.00000030,,,,,2020-03-16 08:41:37.182655
108,Seychelles,94677,3,0.00000000,,,,0.00003169,0.00000000,,,,,2020-03-16 08:41:37.182655
109,Togo,7606374,1,0.00000000,,,,0.00000013,0.00000000,,,,,2020-03-16 08:41:37.182655
110,Thailand,68863514,147,1.00000000,1.00000000,,38.00000000,0.00000213,0.00000001,0.00000001,,0.00000055,0.02564103,2020-03-16 08:41:37.182655
111,Tunisia,11403248,20,0.00000000,,,,0.00000175,0.00000000,,,,,2020-03-16 08:41:37.182655
112,Turkey,79512426,18,0.00000000,,,,0.00000023,0.00000000,,,,,2020-03-16 08:41:37.182655
113,Ukraine,45004645,3,1.00000000,,,,0.00000007,0.00000002,,,,,2020-03-16 08:41:37.182655
114,United States,323127513,3817,66.00000000,60.00000000,4.00000000,9.00000000,0.00001181,0.00000020,0.00000019,0.00000001,0.00000003,0.88000000,2020-03-16 08:41:37.182655
115,Uzbekistan,31848200,6,0.00000000,,,,0.00000019,0.00000000,,,,,2020-03-16 08:41:37.182655
116,Venezuela,31568179,17,0.00000000,,,,0.00000054,0.00000000,,,,,2020-03-16 08:41:37.182655
117,Vietnam,92701100,57,0.00000000,,,16.00000000,0.00000061,0.00000000,,,0.00000017,0.00000000,2020-03-16 08:41:37.182655
118,South Africa,55908865,62,0.00000000,,,,0.00000111,0.00000000,,,,,2020-03-16 08:41:37.182655
