NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,5,0,AZ,94,Sat Mar  7 14:01:20 PST 2020,1583618480
California,39512223,82,1,CA,383,Sat Mar  7 14:01:20 PST 2020,1583618480
Colorado,5758736,8,0,CO,91,Sat Mar  7 14:01:20 PST 2020,1583618480
Florida,21477737,9,2,FL,211,Sat Mar  7 14:01:20 PST 2020,1583618480
Georgia,10617423,6,0,GA,147,Sat Mar  7 14:01:20 PST 2020,1583618480
Hawaii,1415872,1,0,HI,25,Sat Mar  7 14:01:20 PST 2020,1583618480
Illinois,12671821,6,0,IL,194,Sat Mar  7 14:01:20 PST 2020,1583618480
Indiana,6732219,1,0,IN,147,Sat Mar  7 14:01:20 PST 2020,1583618480
Kentucky,4467673,1,0,KY,102,Sat Mar  7 14:01:20 PST 2020,1583618480
Maryland,6045680,3,0,MD,56,Sat Mar  7 14:01:20 PST 2020,1583618480
Massachusetts,6892503,13,0,MA,78,Sat Mar  7 14:01:20 PST 2020,1583618480
Minnesota,5639632,1,0,MN,138,Sat Mar  7 14:01:20 PST 2020,1583618480
Nebraska,1934408,14,0,NE,91,Sat Mar  7 14:01:20 PST 2020,1583618480
Nevada,3080156,2,0,NV,45,Sat Mar  7 14:01:20 PST 2020,1583618480
New Hampshire,1359711,2,0,NH,28,Sat Mar  7 14:01:20 PST 2020,1583618480
New Jersey,8882190,4,0,NJ,80,Sat Mar  7 14:01:20 PST 2020,1583618480
New York,19453561,76,0,NY,194,Sat Mar  7 14:01:20 PST 2020,1583618480
North Carolina,10488084,2,0,NC,120,Sat Mar  7 14:01:20 PST 2020,1583618480
Oklahoma,3956971,1,0,OK,130,Sat Mar  7 14:01:20 PST 2020,1583618480
Oregon,4217737,6,0,OR,62,Sat Mar  7 14:01:20 PST 2020,1583618480
Pennsylvania,12801989,2,0,PA,190,Sat Mar  7 14:01:20 PST 2020,1583618480
Rhode Island,1059361,3,0,RI,12,Sat Mar  7 14:01:20 PST 2020,1583618480
South Carolina,5148714,2,0,SC,67,Sat Mar  7 14:01:20 PST 2020,1583618480
Tennessee,6829174,1,0,TN,118,Sat Mar  7 14:01:20 PST 2020,1583618480
Texas,28995881,19,0,TX,457,Sat Mar  7 14:01:20 PST 2020,1583618480
Utah,3205958,2,0,UT,52,Sat Mar  7 14:01:20 PST 2020,1583618480
Washington,7614893,108,16,WA,101,Sat Mar  7 14:01:20 PST 2020,1583618480
Wisconsin,5822434,1,0,WI,136,Sat Mar  7 14:01:20 PST 2020,1583618480
