NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,5,0,AZ,94,Sat Mar  7 09:20:08 PST 2020,1583601608
California,39512223,79,1,CA,383,Sat Mar  7 09:20:08 PST 2020,1583601608
Colorado,5758736,8,0,CO,91,Sat Mar  7 09:20:08 PST 2020,1583601608
Florida,21477737,8,2,FL,211,Sat Mar  7 09:20:08 PST 2020,1583601608
Georgia,10617423,6,0,GA,147,Sat Mar  7 09:20:08 PST 2020,1583601608
Hawaii,1415872,1,0,HI,25,Sat Mar  7 09:20:08 PST 2020,1583601608
Illinois,12671821,6,0,IL,194,Sat Mar  7 09:20:08 PST 2020,1583601608
Indiana,6732219,1,0,IN,147,Sat Mar  7 09:20:08 PST 2020,1583601608
Kentucky,4467673,1,0,KY,102,Sat Mar  7 09:20:08 PST 2020,1583601608
Maryland,6045680,3,0,MD,56,Sat Mar  7 09:20:08 PST 2020,1583601608
Massachusetts,6892503,8,0,MA,78,Sat Mar  7 09:20:08 PST 2020,1583601608
Minnesota,5639632,1,0,MN,138,Sat Mar  7 09:20:08 PST 2020,1583601608
Nebraska,1934408,14,0,NE,91,Sat Mar  7 09:20:08 PST 2020,1583601608
Nevada,3080156,2,0,NV,45,Sat Mar  7 09:20:08 PST 2020,1583601608
New Hampshire,1359711,2,0,NH,28,Sat Mar  7 09:20:08 PST 2020,1583601608
New Jersey,8882190,4,0,NJ,80,Sat Mar  7 09:20:08 PST 2020,1583601608
New York,19453561,44,0,NY,194,Sat Mar  7 09:20:08 PST 2020,1583601608
North Carolina,10488084,2,0,NC,120,Sat Mar  7 09:20:08 PST 2020,1583601608
Oklahoma,3956971,1,0,OK,130,Sat Mar  7 09:20:08 PST 2020,1583601608
Oregon,4217737,2,0,OR,62,Sat Mar  7 09:20:08 PST 2020,1583601608
Pennsylvania,12801989,2,0,PA,190,Sat Mar  7 09:20:08 PST 2020,1583601608
Rhode Island,1059361,3,0,RI,12,Sat Mar  7 09:20:08 PST 2020,1583601608
South Carolina,5148714,2,0,SC,67,Sat Mar  7 09:20:08 PST 2020,1583601608
Tennessee,6829174,1,0,TN,118,Sat Mar  7 09:20:08 PST 2020,1583601608
Texas,28995881,19,0,TX,457,Sat Mar  7 09:20:08 PST 2020,1583601608
Utah,3205958,2,0,UT,52,Sat Mar  7 09:20:08 PST 2020,1583601608
Washington,7614893,86,14,WA,101,Sat Mar  7 09:20:08 PST 2020,1583601608
Wisconsin,5822434,1,0,WI,136,Sat Mar  7 09:20:08 PST 2020,1583601608
