NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,2,0,AZ,94,Thu Mar  5 20:44:50 PST 2020,1583469890
California,39512223,60,1,CA,383,Thu Mar  5 20:44:50 PST 2020,1583469890
Colorado,5758736,1,0,CO,91,Thu Mar  5 20:44:50 PST 2020,1583469890
Florida,21477737,4,0,FL,211,Thu Mar  5 20:44:50 PST 2020,1583469890
Georgia,10617423,2,0,GA,147,Thu Mar  5 20:44:50 PST 2020,1583469890
Illinois,12671821,5,0,IL,194,Thu Mar  5 20:44:50 PST 2020,1583469890
Maryland,6045680,3,0,MD,56,Thu Mar  5 20:44:50 PST 2020,1583469890
Massachusetts,6892503,2,0,MA,78,Thu Mar  5 20:44:50 PST 2020,1583469890
Nebraska,1934408,13,0,NE,91,Thu Mar  5 20:44:50 PST 2020,1583469890
New Hampshire,1359711,2,0,NH,28,Thu Mar  5 20:44:50 PST 2020,1583469890
New Jersey,8882190,2,0,NJ,80,Thu Mar  5 20:44:50 PST 2020,1583469890
New York,19453561,22,0,NY,194,Thu Mar  5 20:44:50 PST 2020,1583469890
North Carolina,10488084,1,0,NC,120,Thu Mar  5 20:44:50 PST 2020,1583469890
Oregon,4217737,2,0,OR,62,Thu Mar  5 20:44:50 PST 2020,1583469890
Rhode Island,1059361,2,0,RI,12,Thu Mar  5 20:44:50 PST 2020,1583469890
Tennessee,6829174,1,0,TN,118,Thu Mar  5 20:44:50 PST 2020,1583469890
Texas,28995881,14,0,TX,457,Thu Mar  5 20:44:50 PST 2020,1583469890
Utah,3205958,1,0,UT,52,Thu Mar  5 20:44:50 PST 2020,1583469890
Washington,7614893,75,13,WA,101,Thu Mar  5 20:44:50 PST 2020,1583469890
Wisconsin,5822434,1,0,WI,136,Thu Mar  5 20:44:50 PST 2020,1583469890
