NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,3,0,AZ,94,Fri Mar  6 22:23:29 PST 2020,1583562209
California,39512223,79,1,CA,383,Fri Mar  6 22:23:29 PST 2020,1583562209
Colorado,5758736,8,0,CO,91,Fri Mar  6 22:23:29 PST 2020,1583562209
Florida,21477737,7,2,FL,211,Fri Mar  6 22:23:29 PST 2020,1583562209
Georgia,10617423,3,0,GA,147,Fri Mar  6 22:23:29 PST 2020,1583562209
Hawaii,1415872,1,0,HI,25,Fri Mar  6 22:23:29 PST 2020,1583562209
Illinois,12671821,6,0,IL,194,Fri Mar  6 22:23:29 PST 2020,1583562209
Indiana,6732219,1,0,IN,147,Fri Mar  6 22:23:29 PST 2020,1583562209
Kentucky,4467673,1,0,KY,102,Fri Mar  6 22:23:29 PST 2020,1583562209
Maryland,6045680,3,0,MD,56,Fri Mar  6 22:23:29 PST 2020,1583562209
Massachusetts,6892503,8,0,MA,78,Fri Mar  6 22:23:29 PST 2020,1583562209
Minnesota,5639632,1,0,MN,138,Fri Mar  6 22:23:29 PST 2020,1583562209
Nebraska,1934408,14,0,NE,91,Fri Mar  6 22:23:29 PST 2020,1583562209
Nevada,3080156,2,0,NV,45,Fri Mar  6 22:23:29 PST 2020,1583562209
New Hampshire,1359711,2,0,NH,28,Fri Mar  6 22:23:29 PST 2020,1583562209
New Jersey,8882190,4,0,NJ,80,Fri Mar  6 22:23:29 PST 2020,1583562209
New York,19453561,44,0,NY,194,Fri Mar  6 22:23:29 PST 2020,1583562209
North Carolina,10488084,2,0,NC,120,Fri Mar  6 22:23:29 PST 2020,1583562209
Oklahoma,3956971,1,0,OK,130,Fri Mar  6 22:23:29 PST 2020,1583562209
Oregon,4217737,2,0,OR,62,Fri Mar  6 22:23:29 PST 2020,1583562209
Pennsylvania,12801989,2,0,PA,190,Fri Mar  6 22:23:29 PST 2020,1583562209
Rhode Island,1059361,3,0,RI,12,Fri Mar  6 22:23:29 PST 2020,1583562209
South Carolina,5148714,2,0,SC,67,Fri Mar  6 22:23:29 PST 2020,1583562209
Tennessee,6829174,1,0,TN,118,Fri Mar  6 22:23:29 PST 2020,1583562209
Texas,28995881,19,0,TX,457,Fri Mar  6 22:23:29 PST 2020,1583562209
Utah,3205958,1,0,UT,52,Fri Mar  6 22:23:29 PST 2020,1583562209
Washington,7614893,85,14,WA,101,Fri Mar  6 22:23:29 PST 2020,1583562209
Wisconsin,5822434,1,0,WI,136,Fri Mar  6 22:23:29 PST 2020,1583562209
