NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,3,0,AZ,94,Fri Mar  6 18:36:08 PST 2020,1583548568
California,39512223,79,1,CA,383,Fri Mar  6 18:36:08 PST 2020,1583548568
Colorado,5758736,2,0,CO,91,Fri Mar  6 18:36:08 PST 2020,1583548568
Florida,21477737,4,0,FL,211,Fri Mar  6 18:36:08 PST 2020,1583548568
Georgia,10617423,3,0,GA,147,Fri Mar  6 18:36:08 PST 2020,1583548568
Illinois,12671821,5,0,IL,194,Fri Mar  6 18:36:08 PST 2020,1583548568
Indiana,6732219,1,0,IN,147,Fri Mar  6 18:36:08 PST 2020,1583548568
Kentucky,4467673,1,0,KY,102,Fri Mar  6 18:36:08 PST 2020,1583548568
Maryland,6045680,3,0,MD,56,Fri Mar  6 18:36:08 PST 2020,1583548568
Massachusetts,6892503,8,0,MA,78,Fri Mar  6 18:36:08 PST 2020,1583548568
Minnesota,5639632,1,0,MN,138,Fri Mar  6 18:36:08 PST 2020,1583548568
Nebraska,1934408,14,0,NE,91,Fri Mar  6 18:36:08 PST 2020,1583548568
Nevada,3080156,2,0,NV,45,Fri Mar  6 18:36:08 PST 2020,1583548568
New Hampshire,1359711,2,0,NH,28,Fri Mar  6 18:36:08 PST 2020,1583548568
New Jersey,8882190,3,0,NJ,80,Fri Mar  6 18:36:08 PST 2020,1583548568
New York,19453561,44,0,NY,194,Fri Mar  6 18:36:08 PST 2020,1583548568
North Carolina,10488084,2,0,NC,120,Fri Mar  6 18:36:08 PST 2020,1583548568
Oklahoma,3956971,1,0,OK,130,Fri Mar  6 18:36:08 PST 2020,1583548568
Oregon,4217737,2,0,OR,62,Fri Mar  6 18:36:08 PST 2020,1583548568
Pennsylvania,12801989,2,0,PA,190,Fri Mar  6 18:36:08 PST 2020,1583548568
Rhode Island,1059361,3,0,RI,12,Fri Mar  6 18:36:08 PST 2020,1583548568
Tennessee,6829174,1,0,TN,118,Fri Mar  6 18:36:08 PST 2020,1583548568
Texas,28995881,19,0,TX,457,Fri Mar  6 18:36:08 PST 2020,1583548568
Utah,3205958,1,0,UT,52,Fri Mar  6 18:36:08 PST 2020,1583548568
Washington,7614893,84,14,WA,101,Fri Mar  6 18:36:08 PST 2020,1583548568
Wisconsin,5822434,1,0,WI,136,Fri Mar  6 18:36:08 PST 2020,1583548568
