NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,2,0,AZ,94,Fri Mar  6 10:46:45 PST 2020,1583520405
California,39512223,66,1,CA,383,Fri Mar  6 10:46:45 PST 2020,1583520405
Colorado,5758736,2,0,CO,91,Fri Mar  6 10:46:45 PST 2020,1583520405
Florida,21477737,4,0,FL,211,Fri Mar  6 10:46:45 PST 2020,1583520405
Georgia,10617423,3,0,GA,147,Fri Mar  6 10:46:45 PST 2020,1583520405
Illinois,12671821,5,0,IL,194,Fri Mar  6 10:46:45 PST 2020,1583520405
Maryland,6045680,3,0,MD,56,Fri Mar  6 10:46:45 PST 2020,1583520405
Massachusetts,6892503,3,0,MA,78,Fri Mar  6 10:46:45 PST 2020,1583520405
Nebraska,1934408,13,0,NE,91,Fri Mar  6 10:46:45 PST 2020,1583520405
Nevada,3080156,2,0,NV,45,Fri Mar  6 10:46:45 PST 2020,1583520405
New Hampshire,1359711,2,0,NH,28,Fri Mar  6 10:46:45 PST 2020,1583520405
New Jersey,8882190,2,0,NJ,80,Fri Mar  6 10:46:45 PST 2020,1583520405
New York,19453561,22,0,NY,194,Fri Mar  6 10:46:45 PST 2020,1583520405
North Carolina,10488084,2,0,NC,120,Fri Mar  6 10:46:45 PST 2020,1583520405
Oregon,4217737,2,0,OR,62,Fri Mar  6 10:46:45 PST 2020,1583520405
Pennsylvania,12801989,2,0,PA,190,Fri Mar  6 10:46:45 PST 2020,1583520405
Rhode Island,1059361,2,0,RI,12,Fri Mar  6 10:46:45 PST 2020,1583520405
Tennessee,6829174,1,0,TN,118,Fri Mar  6 10:46:45 PST 2020,1583520405
Texas,28995881,16,0,TX,457,Fri Mar  6 10:46:45 PST 2020,1583520405
Utah,3205958,1,0,UT,52,Fri Mar  6 10:46:45 PST 2020,1583520405
Washington,7614893,75,13,WA,101,Fri Mar  6 10:46:45 PST 2020,1583520405
Wisconsin,5822434,1,0,WI,136,Fri Mar  6 10:46:45 PST 2020,1583520405
