NAME,POPESTIMATE2019,Confirmed Cases,Deaths,Postal,Hospital Count,date2,unixtime
Arizona,7278717,5,0,AZ,94,Sat Mar  7 10:42:34 PST 2020,1583606554
California,39512223,80,1,CA,383,Sat Mar  7 10:42:34 PST 2020,1583606554
Colorado,5758736,8,0,CO,91,Sat Mar  7 10:42:34 PST 2020,1583606554
Florida,21477737,8,2,FL,211,Sat Mar  7 10:42:34 PST 2020,1583606554
Georgia,10617423,6,0,GA,147,Sat Mar  7 10:42:34 PST 2020,1583606554
Hawaii,1415872,1,0,HI,25,Sat Mar  7 10:42:34 PST 2020,1583606554
Illinois,12671821,6,0,IL,194,Sat Mar  7 10:42:34 PST 2020,1583606554
Indiana,6732219,1,0,IN,147,Sat Mar  7 10:42:34 PST 2020,1583606554
Kentucky,4467673,1,0,KY,102,Sat Mar  7 10:42:34 PST 2020,1583606554
Maryland,6045680,3,0,MD,56,Sat Mar  7 10:42:34 PST 2020,1583606554
Massachusetts,6892503,8,0,MA,78,Sat Mar  7 10:42:34 PST 2020,1583606554
Minnesota,5639632,1,0,MN,138,Sat Mar  7 10:42:34 PST 2020,1583606554
Nebraska,1934408,14,0,NE,91,Sat Mar  7 10:42:34 PST 2020,1583606554
Nevada,3080156,2,0,NV,45,Sat Mar  7 10:42:34 PST 2020,1583606554
New Hampshire,1359711,2,0,NH,28,Sat Mar  7 10:42:34 PST 2020,1583606554
New Jersey,8882190,4,0,NJ,80,Sat Mar  7 10:42:34 PST 2020,1583606554
New York,19453561,76,0,NY,194,Sat Mar  7 10:42:34 PST 2020,1583606554
North Carolina,10488084,2,0,NC,120,Sat Mar  7 10:42:34 PST 2020,1583606554
Oklahoma,3956971,1,0,OK,130,Sat Mar  7 10:42:34 PST 2020,1583606554
Oregon,4217737,6,0,OR,62,Sat Mar  7 10:42:34 PST 2020,1583606554
Pennsylvania,12801989,2,0,PA,190,Sat Mar  7 10:42:34 PST 2020,1583606554
Rhode Island,1059361,3,0,RI,12,Sat Mar  7 10:42:34 PST 2020,1583606554
South Carolina,5148714,2,0,SC,67,Sat Mar  7 10:42:34 PST 2020,1583606554
Tennessee,6829174,1,0,TN,118,Sat Mar  7 10:42:34 PST 2020,1583606554
Texas,28995881,19,0,TX,457,Sat Mar  7 10:42:34 PST 2020,1583606554
Utah,3205958,2,0,UT,52,Sat Mar  7 10:42:34 PST 2020,1583606554
Washington,7614893,87,14,WA,101,Sat Mar  7 10:42:34 PST 2020,1583606554
Wisconsin,5822434,1,0,WI,136,Sat Mar  7 10:42:34 PST 2020,1583606554
